Statistic Label,Year,Region,UNIT,VALUE,Adjusted Value
Crop Protection Products,2022,Eastern and Midland,Euro Million,44.96165548,46.352222144329886
Crop Protection Products,2022,Dublin and Mid-East,Euro Million,35.48345685,36.580883350515464
Crop Protection Products,2022,Midland,Euro Million,9.478198626,9.77133878969072
Veterinary Expenses,2010,State,Euro Million,232.7,283.09002433090023
Veterinary Expenses,2010,Northern and Western,Euro Million,52.3,63.62530413625304
Veterinary Expenses,2010,Border,Euro Million,24.2,29.440389294403893
Veterinary Expenses,2010,West,Euro Million,28.2,34.306569343065696
Veterinary Expenses,2010,Southern,Euro Million,129.6,157.66423357664235
Veterinary Expenses,2010,Mid-West,Euro Million,38.5,46.83698296836983
Veterinary Expenses,2010,South-East,Euro Million,34.9,42.45742092457421
Veterinary Expenses,2010,South-West,Euro Million,56.2,68.3698296836983
Veterinary Expenses,2010,Eastern and Midland,Euro Million,50.8,61.80048661800487
Veterinary Expenses,2010,Dublin and Mid-East,Euro Million,25.2,30.656934306569344
Veterinary Expenses,2010,Midland,Euro Million,25.6,31.143552311435528
Veterinary Expenses,2011,State,Euro Million,250.9,296.92307692307696
Veterinary Expenses,2011,Northern and Western,Euro Million,55.4,65.56213017751479
Veterinary Expenses,2011,Border,Euro Million,25.1,29.70414201183432
Veterinary Expenses,2011,West,Euro Million,30.3,35.857988165680474
Veterinary Expenses,2011,Southern,Euro Million,144.4,170.88757396449705
Veterinary Expenses,2011,Mid-West,Euro Million,45.3,53.6094674556213
Veterinary Expenses,2011,South-East,Euro Million,38.7,45.79881656804734
Veterinary Expenses,2011,South-West,Euro Million,60.4,71.47928994082841
Veterinary Expenses,2011,Eastern and Midland,Euro Million,51.2,60.591715976331365
Veterinary Expenses,2011,Dublin and Mid-East,Euro Million,25.1,29.70414201183432
Veterinary Expenses,2011,Midland,Euro Million,26.1,30.887573964497044
Veterinary Expenses,2012,State,Euro Million,282.6,332.07990599294953
Veterinary Expenses,2012,Northern and Western,Euro Million,67.5,79.31844888366629
Veterinary Expenses,2012,Border,Euro Million,32.1,37.72032902467686
Veterinary Expenses,2012,West,Euro Million,35.4,41.59811985898943
Veterinary Expenses,2012,Southern,Euro Million,156.1,183.43125734430083
Veterinary Expenses,2012,Mid-West,Euro Million,49.0,57.579318448883676
Veterinary Expenses,2012,South-East,Euro Million,41.5,48.76615746180964
Veterinary Expenses,2012,South-West,Euro Million,65.6,77.08578143360752
Veterinary Expenses,2012,Eastern and Midland,Euro Million,59.0,69.33019976498238
Veterinary Expenses,2012,Dublin and Mid-East,Euro Million,30.5,35.84018801410106
Veterinary Expenses,2012,Midland,Euro Million,28.5,33.49001175088132
Veterinary Expenses,2013,State,Euro Million,285.1,333.8407494145199
Veterinary Expenses,2013,Northern and Western,Euro Million,65.6,76.81498829039812
Veterinary Expenses,2013,Border,Euro Million,30.5,35.714285714285715
Veterinary Expenses,2013,West,Euro Million,35.1,41.10070257611241
Veterinary Expenses,2013,Southern,Euro Million,160.4,187.82201405152225
Veterinary Expenses,2013,Mid-West,Euro Million,52.3,61.241217798594846
Veterinary Expenses,2013,South-East,Euro Million,41.9,49.06323185011709
Veterinary Expenses,2013,South-West,Euro Million,66.2,77.51756440281031
Veterinary Expenses,2013,Eastern and Midland,Euro Million,59.1,69.20374707259953
Veterinary Expenses,2013,Dublin and Mid-East,Euro Million,29.4,34.42622950819672
Veterinary Expenses,2013,Midland,Euro Million,29.7,34.77751756440281
Veterinary Expenses,2014,State,Euro Million,286.0,333.7222870478413
Veterinary Expenses,2014,Northern and Western,Euro Million,69.7,81.33022170361727
Veterinary Expenses,2014,Border,Euro Million,32.2,37.57292882147025
Veterinary Expenses,2014,West,Euro Million,37.5,43.75729288214703
Veterinary Expenses,2014,Southern,Euro Million,157.9,184.24737456242707
Veterinary Expenses,2014,Mid-West,Euro Million,50.1,58.459743290548424
Veterinary Expenses,2014,South-East,Euro Million,45.2,52.742123687281214
Veterinary Expenses,2014,South-West,Euro Million,62.6,73.04550758459743
Veterinary Expenses,2014,Eastern and Midland,Euro Million,58.5,68.26137689614936
Veterinary Expenses,2014,Dublin and Mid-East,Euro Million,28.3,33.02217036172696
Veterinary Expenses,2014,Midland,Euro Million,30.2,35.2392065344224
Veterinary Expenses,2015,State,Euro Million,268.9,314.50292397660814
Veterinary Expenses,2015,Northern and Western,Euro Million,61.2,71.57894736842105
Veterinary Expenses,2015,Border,Euro Million,29.0,33.91812865497076
Veterinary Expenses,2015,West,Euro Million,32.2,37.6608187134503
Veterinary Expenses,2015,Southern,Euro Million,152.0,177.77777777777777
Veterinary Expenses,2015,Mid-West,Euro Million,50.9,59.53216374269005
Veterinary Expenses,2015,South-East,Euro Million,41.9,49.00584795321637
Veterinary Expenses,2015,South-West,Euro Million,59.2,69.23976608187134
Veterinary Expenses,2015,Eastern and Midland,Euro Million,55.7,65.14619883040936
Veterinary Expenses,2015,Dublin and Mid-East,Euro Million,28.0,32.748538011695906
Veterinary Expenses,2015,Midland,Euro Million,27.7,32.39766081871345
Veterinary Expenses,2016,State,Euro Million,289.9,337.8787878787879
Veterinary Expenses,2016,Northern and Western,Euro Million,73.3,85.43123543123544
Veterinary Expenses,2016,Border,Euro Million,33.3,38.811188811188806
Veterinary Expenses,2016,West,Euro Million,40.0,46.62004662004662
Veterinary Expenses,2016,Southern,Euro Million,155.4,181.11888111888115
Veterinary Expenses,2016,Mid-West,Euro Million,52.5,61.188811188811194
Veterinary Expenses,2016,South-East,Euro Million,42.7,49.766899766899776
Veterinary Expenses,2016,South-West,Euro Million,60.2,70.16317016317016
Veterinary Expenses,2016,Eastern and Midland,Euro Million,61.2,71.32867132867133
Veterinary Expenses,2016,Dublin and Mid-East,Euro Million,30.7,35.78088578088578
Veterinary Expenses,2016,Midland,Euro Million,30.6,35.66433566433567
Veterinary Expenses,2017,State,Euro Million,301.5179916,347.3709580645162
Veterinary Expenses,2017,Northern and Western,Euro Million,75.11858848,86.54215262672813
Veterinary Expenses,2017,Border,Euro Million,36.53209974,42.08767251152074
Veterinary Expenses,2017,West,Euro Million,38.58648874,44.454480115207375
Veterinary Expenses,2017,Southern,Euro Million,161.5229474,186.08634493087558
Veterinary Expenses,2017,Mid-West,Euro Million,50.2397579,57.87990541474655
Veterinary Expenses,2017,South-East,Euro Million,44.62494513,51.41122710829494
Veterinary Expenses,2017,South-West,Euro Million,66.65824435,76.79521238479263
Veterinary Expenses,2017,Eastern and Midland,Euro Million,64.87645572,74.74246050691245
Veterinary Expenses,2017,Dublin and Mid-East,Euro Million,30.93245801,35.63647236175116
Veterinary Expenses,2017,Midland,Euro Million,33.94399771,39.10598814516129
Veterinary Expenses,2018,State,Euro Million,306.0022268,348.91930079817564
Veterinary Expenses,2018,Northern and Western,Euro Million,77.03770945,87.84231408209806
Veterinary Expenses,2018,Border,Euro Million,37.52839501,42.791784503990876
Veterinary Expenses,2018,West,Euro Million,39.50931445,45.05052958950969
Veterinary Expenses,2018,Southern,Euro Million,164.0669989,187.07753580387683
Veterinary Expenses,2018,Mid-West,Euro Million,54.4304273,62.064341277080956
Veterinary Expenses,2018,South-East,Euro Million,43.60536292,49.72105236031927
Veterinary Expenses,2018,South-West,Euro Million,66.03120868,75.29214216647664
Veterinary Expenses,2018,Eastern and Midland,Euro Million,64.89751849,73.99945095781071
Veterinary Expenses,2018,Dublin and Mid-East,Euro Million,30.68502582,34.9886269327252
Veterinary Expenses,2018,Midland,Euro Million,34.21249267,39.010824025085526
Veterinary Expenses,2019,State,Euro Million,303.8419693,342.9367599322799
Veterinary Expenses,2019,Northern and Western,Euro Million,74.07942225,83.61108606094808
Veterinary Expenses,2019,Border,Euro Million,35.97203407,40.60048992099323
Veterinary Expenses,2019,West,Euro Million,38.10738818,43.010596139954856
Veterinary Expenses,2019,Southern,Euro Million,163.4029514,184.4277103837472
Veterinary Expenses,2019,Mid-West,Euro Million,55.35266305,62.474788995485326
Veterinary Expenses,2019,South-East,Euro Million,43.6837212,49.30442573363432
Veterinary Expenses,2019,South-West,Euro Million,64.36656718,72.6484956884876
Veterinary Expenses,2019,Eastern and Midland,Euro Million,66.35959562,74.8979634537246
Veterinary Expenses,2019,Dublin and Mid-East,Euro Million,32.33620933,36.496850259593685
Veterinary Expenses,2019,Midland,Euro Million,34.0233863,38.40111320541761
Veterinary Expenses,2020,State,Euro Million,325.4167597,364.81699517937216
Veterinary Expenses,2020,Northern and Western,Euro Million,74.58230399,83.6124484192825
Veterinary Expenses,2020,Border,Euro Million,38.10210063,42.71535945067264
Veterinary Expenses,2020,West,Euro Million,36.48020336,40.89708896860986
Veterinary Expenses,2020,Southern,Euro Million,178.0686896,199.62857578475334
Veterinary Expenses,2020,Mid-West,Euro Million,57.91802814,64.9305248206278
Veterinary Expenses,2020,South-East,Euro Million,48.73652674,54.637361816143496
Veterinary Expenses,2020,South-West,Euro Million,71.4141347,80.06068912556054
Veterinary Expenses,2020,Eastern and Midland,Euro Million,72.76576612,81.57597098654708
Veterinary Expenses,2020,Dublin and Mid-East,Euro Million,35.4552088,39.74799192825112
Veterinary Expenses,2020,Midland,Euro Million,37.31055732,41.82797905829596
Veterinary Expenses,2021,State,Euro Million,355.7360669,388.78258677595636
Veterinary Expenses,2021,Northern and Western,Euro Million,87.87030703,96.03312243715848
Veterinary Expenses,2021,Border,Euro Million,41.57337433,45.435381781420766
Veterinary Expenses,2021,West,Euro Million,46.29693271,50.597740666666674
Veterinary Expenses,2021,Southern,Euro Million,191.98942,209.82450273224046
Veterinary Expenses,2021,Mid-West,Euro Million,68.00548938,74.32293921311476
Veterinary Expenses,2021,South-East,Euro Million,48.88087543,53.42172178142077
Veterinary Expenses,2021,South-West,Euro Million,75.10305521,82.07984175956284
Veterinary Expenses,2021,Eastern and Midland,Euro Million,75.87633988,82.92496161748635
Veterinary Expenses,2021,Dublin and Mid-East,Euro Million,36.42132951,39.804731704918034
Veterinary Expenses,2021,Midland,Euro Million,39.45501037,43.120229912568306
Veterinary Expenses,2022,State,Euro Million,352.2740264,363.1690993814433
Veterinary Expenses,2022,Northern and Western,Euro Million,83.80982413,86.40188054639174
Veterinary Expenses,2022,Border,Euro Million,41.09472642,42.36569734020618
Veterinary Expenses,2022,West,Euro Million,42.71509771,44.03618320618556
Veterinary Expenses,2022,Southern,Euro Million,192.9046634,198.87078701030927
Veterinary Expenses,2022,Mid-West,Euro Million,64.41431315,66.40650840206185
Veterinary Expenses,2022,South-East,Euro Million,48.01903141,49.5041560927835
Veterinary Expenses,2022,South-West,Euro Million,80.47131881,82.96012248453607
Veterinary Expenses,2022,Eastern and Midland,Euro Million,75.55953887,77.89643182474225
Veterinary Expenses,2022,Dublin and Mid-East,Euro Million,35.69850614,36.80258364948453
Veterinary Expenses,2022,Midland,Euro Million,39.86103273,41.093848175257726
Energy and Lubricants,2010,State,Euro Million,371.0,451.338199513382
Energy and Lubricants,2010,Northern and Western,Euro Million,80.4,97.8102189781022
Energy and Lubricants,2010,Border,Euro Million,46.6,56.69099756690998
Energy and Lubricants,2010,West,Euro Million,33.8,41.119221411192214
Energy and Lubricants,2010,Southern,Euro Million,196.9,239.53771289537715
Energy and Lubricants,2010,Mid-West,Euro Million,61.4,74.69586374695864
Energy and Lubricants,2010,South-East,Euro Million,57.4,69.82968369829683
Energy and Lubricants,2010,South-West,Euro Million,78.1,95.01216545012166
Energy and Lubricants,2010,Eastern and Midland,Euro Million,93.6,113.86861313868613
Energy and Lubricants,2010,Dublin and Mid-East,Euro Million,47.1,57.299270072992705
Energy and Lubricants,2010,Midland,Euro Million,46.6,56.69099756690998
Energy and Lubricants,2011,State,Euro Million,425.5,503.5502958579882
Energy and Lubricants,2011,Northern and Western,Euro Million,93.0,110.05917159763314
Energy and Lubricants,2011,Border,Euro Million,52.4,62.01183431952663
Energy and Lubricants,2011,West,Euro Million,40.6,48.04733727810651
Energy and Lubricants,2011,Southern,Euro Million,221.1,261.6568047337278
Energy and Lubricants,2011,Mid-West,Euro Million,73.6,87.10059171597632
Energy and Lubricants,2011,South-East,Euro Million,68.6,81.18343195266272
Energy and Lubricants,2011,South-West,Euro Million,79.0,93.49112426035504
Energy and Lubricants,2011,Eastern and Midland,Euro Million,111.4,131.83431952662724
Energy and Lubricants,2011,Dublin and Mid-East,Euro Million,57.8,68.40236686390533
Energy and Lubricants,2011,Midland,Euro Million,53.5,63.31360946745562
Energy and Lubricants,2012,State,Euro Million,443.2,520.7990599294948
Energy and Lubricants,2012,Northern and Western,Euro Million,105.6,124.08930669800236
Energy and Lubricants,2012,Border,Euro Million,62.2,73.09048178613398
Energy and Lubricants,2012,West,Euro Million,43.4,50.9988249118684
Energy and Lubricants,2012,Southern,Euro Million,222.9,261.9271445358402
Energy and Lubricants,2012,Mid-West,Euro Million,75.6,88.83666274970624
Energy and Lubricants,2012,South-East,Euro Million,67.2,78.96592244418333
Energy and Lubricants,2012,South-West,Euro Million,80.1,94.12455934195066
Energy and Lubricants,2012,Eastern and Midland,Euro Million,114.7,134.7826086956522
Energy and Lubricants,2012,Dublin and Mid-East,Euro Million,57.3,67.3325499412456
Energy and Lubricants,2012,Midland,Euro Million,57.4,67.45005875440658
Energy and Lubricants,2013,State,Euro Million,452.6,529.976580796253
Energy and Lubricants,2013,Northern and Western,Euro Million,101.0,118.26697892271662
Energy and Lubricants,2013,Border,Euro Million,57.2,66.97892271662764
Energy and Lubricants,2013,West,Euro Million,43.8,51.28805620608899
Energy and Lubricants,2013,Southern,Euro Million,231.1,270.6088992974239
Energy and Lubricants,2013,Mid-West,Euro Million,75.0,87.82201405152225
Energy and Lubricants,2013,South-East,Euro Million,69.6,81.49882903981263
Energy and Lubricants,2013,South-West,Euro Million,86.5,101.288056206089
Energy and Lubricants,2013,Eastern and Midland,Euro Million,120.5,141.1007025761124
Energy and Lubricants,2013,Dublin and Mid-East,Euro Million,60.7,71.07728337236534
Energy and Lubricants,2013,Midland,Euro Million,59.8,70.02341920374707
Energy and Lubricants,2014,State,Euro Million,455.0,530.9218203033839
Energy and Lubricants,2014,Northern and Western,Euro Million,114.6,133.7222870478413
Energy and Lubricants,2014,Border,Euro Million,64.7,75.49591598599767
Energy and Lubricants,2014,West,Euro Million,49.9,58.22637106184364
Energy and Lubricants,2014,Southern,Euro Million,222.7,259.8599766627771
Energy and Lubricants,2014,Mid-West,Euro Million,77.0,89.84830805134189
Energy and Lubricants,2014,South-East,Euro Million,69.1,80.63010501750291
Energy and Lubricants,2014,South-West,Euro Million,76.5,89.26487747957994
Energy and Lubricants,2014,Eastern and Midland,Euro Million,117.7,137.33955659276546
Energy and Lubricants,2014,Dublin and Mid-East,Euro Million,58.2,67.91131855309219
Energy and Lubricants,2014,Midland,Euro Million,59.5,69.42823803967327
Energy and Lubricants,2015,State,Euro Million,396.6,463.859649122807
Energy and Lubricants,2015,Northern and Western,Euro Million,97.2,113.68421052631578
Energy and Lubricants,2015,Border,Euro Million,52.1,60.93567251461988
Energy and Lubricants,2015,West,Euro Million,45.1,52.748538011695906
Energy and Lubricants,2015,Southern,Euro Million,195.5,228.6549707602339
Energy and Lubricants,2015,Mid-West,Euro Million,71.9,84.09356725146199
Energy and Lubricants,2015,South-East,Euro Million,55.2,64.56140350877193
Energy and Lubricants,2015,South-West,Euro Million,68.4,80.0
Energy and Lubricants,2015,Eastern and Midland,Euro Million,103.9,121.52046783625731
Energy and Lubricants,2015,Dublin and Mid-East,Euro Million,51.1,59.76608187134503
Energy and Lubricants,2015,Midland,Euro Million,52.8,61.754385964912274
Energy and Lubricants,2016,State,Euro Million,377.6,440.0932400932401
Energy and Lubricants,2016,Northern and Western,Euro Million,96.8,112.82051282051282
Energy and Lubricants,2016,Border,Euro Million,48.3,56.29370629370629
Energy and Lubricants,2016,West,Euro Million,48.5,56.52680652680653
Energy and Lubricants,2016,Southern,Euro Million,183.8,214.21911421911423
Energy and Lubricants,2016,Mid-West,Euro Million,69.5,81.002331002331
Energy and Lubricants,2016,South-East,Euro Million,52.6,61.30536130536131
Energy and Lubricants,2016,South-West,Euro Million,61.7,71.91142191142193
Energy and Lubricants,2016,Eastern and Midland,Euro Million,97.1,113.17016317016316
Energy and Lubricants,2016,Dublin and Mid-East,Euro Million,47.3,55.128205128205124
Energy and Lubricants,2016,Midland,Euro Million,49.8,58.04195804195804
Energy and Lubricants,2017,State,Euro Million,387.0786718,445.9431702764977
Energy and Lubricants,2017,Northern and Western,Euro Million,107.0957296,123.38217695852536
Energy and Lubricants,2017,Border,Euro Million,59.09786571,68.08509874423964
Energy and Lubricants,2017,West,Euro Million,47.99786393,55.29707826036867
Energy and Lubricants,2017,Southern,Euro Million,183.5963146,211.5164914746544
Energy and Lubricants,2017,Mid-West,Euro Million,66.46290273,76.57016443548387
Energy and Lubricants,2017,South-East,Euro Million,51.3690889,59.180977995391714
Energy and Lubricants,2017,South-West,Euro Million,65.76432294,75.76534900921659
Energy and Lubricants,2017,Eastern and Midland,Euro Million,96.38662755,111.0445017857143
Energy and Lubricants,2017,Dublin and Mid-East,Euro Million,45.30520142,52.19493251152075
Energy and Lubricants,2017,Midland,Euro Million,51.08142613,58.84956927419355
Energy and Lubricants,2018,State,Euro Million,417.1018665,475.600759977195
Energy and Lubricants,2018,Northern and Western,Euro Million,116.2508675,132.55515108323831
Energy and Lubricants,2018,Border,Euro Million,61.35975107,69.96550863169898
Energy and Lubricants,2018,West,Euro Million,54.89111647,62.58964249714937
Energy and Lubricants,2018,Southern,Euro Million,198.1359113,225.92464230330674
Energy and Lubricants,2018,Mid-West,Euro Million,74.62672767,85.09319004561003
Energy and Lubricants,2018,South-East,Euro Million,53.22824045,60.69354669327252
Energy and Lubricants,2018,South-West,Euro Million,70.28094313,80.13790550741163
Energy and Lubricants,2018,Eastern and Midland,Euro Million,102.7150877,117.12096659064994
Energy and Lubricants,2018,Dublin and Mid-East,Euro Million,49.70649679,56.67787547320411
Energy and Lubricants,2018,Midland,Euro Million,53.00859094,60.44309115165336
Energy and Lubricants,2019,State,Euro Million,429.082087,484.2912945823928
Energy and Lubricants,2019,Northern and Western,Euro Million,115.8277003,130.7310387133183
Energy and Lubricants,2019,Border,Euro Million,60.35664611,68.12262540632055
Energy and Lubricants,2019,West,Euro Million,55.47105424,62.608413363431154
Energy and Lubricants,2019,Southern,Euro Million,205.2411797,231.64918702031605
Energy and Lubricants,2019,Mid-West,Euro Million,76.64759538,86.50970133182845
Energy and Lubricants,2019,South-East,Euro Million,55.50308162,62.64456164785554
Energy and Lubricants,2019,South-West,Euro Million,73.09050274,82.49492408577879
Energy and Lubricants,2019,Eastern and Midland,Euro Million,108.0132069,121.91106873589166
Energy and Lubricants,2019,Dublin and Mid-East,Euro Million,53.48786175,60.37004712189617
Energy and Lubricants,2019,Midland,Euro Million,54.52534516,61.54102162528217
Energy and Lubricants,2020,State,Euro Million,376.9920438,422.63682040358736
Energy and Lubricants,2020,Northern and Western,Euro Million,97.09346395,108.84917483183855
Energy and Lubricants,2020,Border,Euro Million,50.64247039,56.77406994394618
Energy and Lubricants,2020,West,Euro Million,46.45099356,52.07510488789237
Energy and Lubricants,2020,Southern,Euro Million,183.5339516,205.75555112107622
Energy and Lubricants,2020,Mid-West,Euro Million,67.88745444,76.10701170403587
Energy and Lubricants,2020,South-East,Euro Million,49.36544822,55.342430739910306
Energy and Lubricants,2020,South-West,Euro Million,66.28104899,74.30610873318385
Energy and Lubricants,2020,Eastern and Midland,Euro Million,96.36462823,108.0320944282511
Energy and Lubricants,2020,Dublin and Mid-East,Euro Million,47.17355619,52.88515267937219
Energy and Lubricants,2020,Midland,Euro Million,49.19107204,55.14694174887892
Energy and Lubricants,2021,State,Euro Million,461.190251,504.0330612021858
Energy and Lubricants,2021,Northern and Western,Euro Million,118.1203691,129.09329956284154
Energy and Lubricants,2021,Border,Euro Million,58.73038445,64.18621251366122
Energy and Lubricants,2021,West,Euro Million,59.3899846,64.90708699453552
Energy and Lubricants,2021,Southern,Euro Million,231.7910954,253.32360153005465
Energy and Lubricants,2021,Mid-West,Euro Million,83.13422225,90.85707349726776
Energy and Lubricants,2021,South-East,Euro Million,66.76911169,72.97170676502733
Energy and Lubricants,2021,South-West,Euro Million,81.88776146,89.49482126775956
Energy and Lubricants,2021,Eastern and Midland,Euro Million,111.2787866,121.61616021857925
Energy and Lubricants,2021,Dublin and Mid-East,Euro Million,56.77235041,62.04628460109291
Energy and Lubricants,2021,Midland,Euro Million,54.50643617,59.569875595628424
Energy and Lubricants,2022,State,Euro Million,634.0766135,653.687230412371
Energy and Lubricants,2022,Northern and Western,Euro Million,161.1083652,166.0910981443299
Energy and Lubricants,2022,Border,Euro Million,78.33865795,80.7615030412371
Energy and Lubricants,2022,West,Euro Million,82.76970726,85.32959511340206
Energy and Lubricants,2022,Southern,Euro Million,316.621569,326.4139886597938
Energy and Lubricants,2022,Mid-West,Euro Million,105.9615823,109.23874463917525
Energy and Lubricants,2022,South-East,Euro Million,87.91789006,90.63700006185566
Energy and Lubricants,2022,South-West,Euro Million,122.7420966,126.53824391752576
Energy and Lubricants,2022,Eastern and Midland,Euro Million,156.3466793,161.1821436082474
Energy and Lubricants,2022,Dublin and Mid-East,Euro Million,79.75750467,82.2242316185567
Energy and Lubricants,2022,Midland,Euro Million,76.58917468,78.95791204123711
Forage Plants - Consumption,2010,State,Euro Million,1041.0,1266.4233576642337
Forage Plants - Consumption,2010,Northern and Western,Euro Million,264.1,321.2895377128954
Forage Plants - Consumption,2010,Border,Euro Million,124.5,151.45985401459856
Forage Plants - Consumption,2010,West,Euro Million,139.6,169.82968369829683
Forage Plants - Consumption,2010,Southern,Euro Million,525.0,638.6861313868613
Forage Plants - Consumption,2010,Mid-West,Euro Million,169.8,206.56934306569346
Forage Plants - Consumption,2010,South-East,Euro Million,161.0,195.86374695863748
Forage Plants - Consumption,2010,South-West,Euro Million,194.3,236.37469586374698
Forage Plants - Consumption,2010,Eastern and Midland,Euro Million,251.9,306.4476885644769
Forage Plants - Consumption,2010,Dublin and Mid-East,Euro Million,144.1,175.30413625304138
Forage Plants - Consumption,2010,Midland,Euro Million,107.8,131.1435523114355
Forage Plants - Consumption,2011,State,Euro Million,1002.7,1186.6272189349113
Forage Plants - Consumption,2011,Northern and Western,Euro Million,254.6,301.301775147929
Forage Plants - Consumption,2011,Border,Euro Million,117.8,139.40828402366864
Forage Plants - Consumption,2011,West,Euro Million,136.8,161.89349112426038
Forage Plants - Consumption,2011,Southern,Euro Million,496.2,587.2189349112426
Forage Plants - Consumption,2011,Mid-West,Euro Million,160.0,189.3491124260355
Forage Plants - Consumption,2011,South-East,Euro Million,154.7,183.07692307692307
Forage Plants - Consumption,2011,South-West,Euro Million,181.5,214.79289940828403
Forage Plants - Consumption,2011,Eastern and Midland,Euro Million,252.0,298.22485207100596
Forage Plants - Consumption,2011,Dublin and Mid-East,Euro Million,143.9,170.2958579881657
Forage Plants - Consumption,2011,Midland,Euro Million,108.0,127.81065088757397
Forage Plants - Consumption,2012,State,Euro Million,1006.0,1182.1386603995302
Forage Plants - Consumption,2012,Northern and Western,Euro Million,260.6,306.22796709753237
Forage Plants - Consumption,2012,Border,Euro Million,122.3,143.7132784958872
Forage Plants - Consumption,2012,West,Euro Million,138.3,162.51468860164516
Forage Plants - Consumption,2012,Southern,Euro Million,500.1,587.6615746180964
Forage Plants - Consumption,2012,Mid-West,Euro Million,163.2,191.77438307873092
Forage Plants - Consumption,2012,South-East,Euro Million,153.8,180.72855464159815
Forage Plants - Consumption,2012,South-West,Euro Million,183.2,215.27614571092835
Forage Plants - Consumption,2012,Eastern and Midland,Euro Million,245.4,288.3666274970623
Forage Plants - Consumption,2012,Dublin and Mid-East,Euro Million,139.7,164.15981198589895
Forage Plants - Consumption,2012,Midland,Euro Million,105.7,124.20681551116336
Forage Plants - Consumption,2013,State,Euro Million,1288.0,1508.1967213114754
Forage Plants - Consumption,2013,Northern and Western,Euro Million,346.4,405.6206088992974
Forage Plants - Consumption,2013,Border,Euro Million,168.1,196.83840749414517
Forage Plants - Consumption,2013,West,Euro Million,178.3,208.78220140515222
Forage Plants - Consumption,2013,Southern,Euro Million,636.6,745.4332552693209
Forage Plants - Consumption,2013,Mid-West,Euro Million,211.1,247.18969555035127
Forage Plants - Consumption,2013,South-East,Euro Million,191.6,224.35597189695548
Forage Plants - Consumption,2013,South-West,Euro Million,233.9,273.88758782201404
Forage Plants - Consumption,2013,Eastern and Midland,Euro Million,305.1,357.25995316159253
Forage Plants - Consumption,2013,Dublin and Mid-East,Euro Million,168.2,196.95550351288054
Forage Plants - Consumption,2013,Midland,Euro Million,136.9,160.30444964871194
Forage Plants - Consumption,2014,State,Euro Million,1037.1,1210.151691948658
Forage Plants - Consumption,2014,Northern and Western,Euro Million,255.3,297.89964994165695
Forage Plants - Consumption,2014,Border,Euro Million,116.3,135.70595099183197
Forage Plants - Consumption,2014,West,Euro Million,139.1,162.31038506417735
Forage Plants - Consumption,2014,Southern,Euro Million,522.0,609.1015169194866
Forage Plants - Consumption,2014,Mid-West,Euro Million,166.9,194.74912485414237
Forage Plants - Consumption,2014,South-East,Euro Million,162.1,189.14819136522755
Forage Plants - Consumption,2014,South-West,Euro Million,193.0,225.2042007001167
Forage Plants - Consumption,2014,Eastern and Midland,Euro Million,259.8,303.1505250875146
Forage Plants - Consumption,2014,Dublin and Mid-East,Euro Million,147.2,171.76196032672112
Forage Plants - Consumption,2014,Midland,Euro Million,112.6,131.38856476079346
Forage Plants - Consumption,2015,State,Euro Million,1001.1,1170.877192982456
Forage Plants - Consumption,2015,Northern and Western,Euro Million,246.5,288.30409356725147
Forage Plants - Consumption,2015,Border,Euro Million,118.9,139.06432748538012
Forage Plants - Consumption,2015,West,Euro Million,127.6,149.23976608187132
Forage Plants - Consumption,2015,Southern,Euro Million,497.6,581.9883040935672
Forage Plants - Consumption,2015,Mid-West,Euro Million,159.2,186.1988304093567
Forage Plants - Consumption,2015,South-East,Euro Million,153.8,179.8830409356725
Forage Plants - Consumption,2015,South-West,Euro Million,184.6,215.90643274853798
Forage Plants - Consumption,2015,Eastern and Midland,Euro Million,256.9,300.4678362573099
Forage Plants - Consumption,2015,Dublin and Mid-East,Euro Million,148.3,173.45029239766083
Forage Plants - Consumption,2015,Midland,Euro Million,108.6,127.01754385964911
Forage Plants - Consumption,2016,State,Euro Million,1046.4,1219.5804195804199
Forage Plants - Consumption,2016,Northern and Western,Euro Million,245.8,286.4801864801865
Forage Plants - Consumption,2016,Border,Euro Million,110.9,129.25407925407927
Forage Plants - Consumption,2016,West,Euro Million,134.9,157.22610722610725
Forage Plants - Consumption,2016,Southern,Euro Million,533.9,622.2610722610723
Forage Plants - Consumption,2016,Mid-West,Euro Million,171.3,199.65034965034968
Forage Plants - Consumption,2016,South-East,Euro Million,165.3,192.65734265734267
Forage Plants - Consumption,2016,South-West,Euro Million,197.4,230.06993006993008
Forage Plants - Consumption,2016,Eastern and Midland,Euro Million,266.6,310.72261072261074
Forage Plants - Consumption,2016,Dublin and Mid-East,Euro Million,150.2,175.05827505827506
Forage Plants - Consumption,2016,Midland,Euro Million,116.4,135.66433566433568
Forage Plants - Consumption,2017,State,Euro Million,1166.877732,1344.3291843317973
Forage Plants - Consumption,2017,Northern and Western,Euro Million,275.9745407,317.9430192396313
Forage Plants - Consumption,2017,Border,Euro Million,122.6612265,141.31477707373273
Forage Plants - Consumption,2017,West,Euro Million,153.3133142,176.62824216589866
Forage Plants - Consumption,2017,Southern,Euro Million,585.6842386,674.7514269585254
Forage Plants - Consumption,2017,Mid-West,Euro Million,185.6855955,213.9234971198157
Forage Plants - Consumption,2017,South-East,Euro Million,186.0703283,214.36673767281107
Forage Plants - Consumption,2017,South-West,Euro Million,213.9283148,246.46119216589867
